[ID],INSTITUTION,MEDSCHL,City,STATE,INSTTYPE, Tot Res Exp , Ind Res Exp , Fed Res Exp , Gross Lic Inc , Leg Fees , Lic Inc Equ , Lic Inc Other , Lic Inc Pd Oth , Lic Inc Run Roy , Reimb Leg Fee , Iss US Pat , Tot Pat App Fld , Util Pat App Fld , New Pat App Fld , For. Pat App Fld , New Prod , Act Lic , Cum Op St-Ups , Excl Lic/Opt. , Inv Dis Rec , Lic $1mm+ , Lic Gen Inc , Lic Gen Run Roy , Lic Iss , Lic w Equ , NEWCOMPSUPP , Non-Excl Lic/Opt , Opt Iss , Pro Pat App Fld , St-Ups Cld , St-Ups Formed , St-Ups in Home St , St-Ups w Equ , Tot Discl Lic , Tot Lic Lg Co , Tot Lic Sm Co , Tot Lic St-Ups , Tot Lic/Opt Exe , Lic FTEs , Oth FTEs , AirQualityIndex , Airports , Bike Score , Crime Rate , Transit Score , Median Age , Total Population , Female Population , Male Population , Foreign-born , Number of Veterans ,WalkScore
99020,University of West Florida,No,Pensacola,FL,5U,30666117,17,11568423,808,12175, -   , -   , -   ,808, -   , -   ,0.4,0.4,0.4, -   ,0.5,3.8, -   ,1,2, -   ,0.6,0.6,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.6,0.2,0.8, -   ,1,0.1,0.5,27,1,47,64.9,,,,,,,,36
100083,St. Jude Children's Research Hospital,No,Memphis,TN,4HRI,339670870,2795539,74573888,6596346,1379722, -   ,1820960,9159,4775386,341775,7.3,26.8,0.8,12.5, -   ,1,286.8, -   ,2.7,39.5,1.5,149.5,98.8,16, -   , -   ,13.3,0.7,11.7, -   , -   , -   , -   ,13.3,6.5,10.2, -   ,16.7,3,3,45,1,41,81.1,22,34.1,655760,343523,312237,43318,31189,35
100267,University of Pittsburgh,Yes,Pittsburgh,PA,5U,713892000,10182000,514541000,4555221,4492884, -   ,3186110,128706,1369111,2175879,51.7,239.2,0.5,88,0.2,8.2,284.2,,17.8,271.2,0.2,169.3,58.5,111.3,3.5,,93.5,11.7,87.3,,7.2,4.5,0.8,147.2,66.2,45.8,11,123,7,11,41,1,55,37.8,55,32.9,304385,154695,149690,28187,17728,62
109486,University of Arkansas Fayetteville,No,Fayetteville,AR,5U,133660341,11097000,34290738,1154779,804780, -   ,7500,76,1147279,636325,11.8,40.7,5.3,21,0.2,0.8,378.7,19,7.7,37, -   ,253,260,34.8,1.7,0.3,27.2,4.7,13.8,1.5,2,1.8,1.2,18.3,9.2,27.5,2.8,39.5,5,1,42,1,50,28,,27.1,82832,40873,41959,6313,4744,32
2000007,Duquesne University,No,Pittsburgh,PA,5U,16159000,574000,5004000,2500,   , -   ,2500, -   , -   ,   ,6.4,4.4, -   ,4.4, -   , -   ,1.3,2.4,1,5.2, -   ,0.2, -   ,1,0.3,1.8, -   ,0.2,4.4, -   ,1.5,1,0.3,2.4, -   , -   ,1,1,   ,   ,41,1,55,37.8,55,32.9,304385,154695,149690,28187,17728,62
2000008,Florida International University,Yes,Miami,FL,5U,84199120,2404359,69471684,62035,105034, -   ,50000, -   ,12035, -   ,1.7,12, -   ,9, -   , -   ,4, -   ,0.3,19.7, -   ,3.3,2,0.3, -   , -   , -   , -   ,9, -   , -   , -   , -   ,0.7, -   ,0.3, -   ,0.3,0.5,2.5,34,3,64,54.4,57,40.4,440989,225149,215840,260789,7233,
20000011,Keck Graduate Institution of Applied Life Sciences,No,Los Angeles,CA,4HRI,1500000,100000,1400000,100000,15000, -   , -   , -   ,100000, -   ,,2,,,,,2,1, -   ,5, -   ,3,1, -   , -   ,1, -   , -   ,,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,73,3,59,30.5,53,35,3971896,2012898,1958998,1485425,85417,96
20000016,Rush University Medical Center,Yes,Chicago,IL,4HRI,82895088,17336909,57391845,5510591,346081, -   ,303064,58250,5207527,59068,5,10.7, -   ,8, -   ,1,25.3,8,1.7,24.7,0.7,8,3.7,2.3, -   ,2,0.7,0.3,8, -   , -   , -   ,0.7,2.7,2,0.3,0.3,2.7,2,1,45,3,72,50.9,65,34.2,2720556,1400541,1320015,573463,72042,77
20000253,University of South Dakota,Yes,Vermillion,SD,5U,25403032,   ,   ,27404,152880, -   ,25000, -   ,2404,39175,0.5,5.2,0.5,9.6,6.3,0.3,1.2,1.5,0.2,6.6, -   ,1.4,1.2,0.2, -   ,6.7, -   , -   ,4.3, -   ,0.8,0.8, -   ,1, -   ,0.2, -   ,0.2, -   ,1,28,1,74,25.5,,,,,,,,
20070261,University of Alabama,No,Tuscaloosa,AL,5U,58234000,2252000,28988000,79171,532019, -   ,75000,1773,4171,80686,5.8,31.5,9.8,44,17, -   ,19.8,4,2.3,40.8, -   ,3.5,2.2,3,0.6, -   ,0.7,1,17.2,0.3,1.2,1.2,0.5,4.8,0.5,1.8,1.7,4,0.3,3,35,1,37,47.4,,29.1,98338,51045,47293,4706,3647,33
20100270,The Jackson Laboratory,No,Bar Harbor,ME,4HRI,72815396, -   ,55437513,2494773,431362, -   ,2439051,32250,55722,9175,3.8,10.7,2,11.2,3.3,1.5,175.5,1,0.3,10.2, -   ,148.7,4.8,47.3, -   , -   ,47,0.2,5.3, -   ,0.2,0.3,0.7,8.3,35.7,11.3,0.5,47.5,1.3,3,26,1,55,14.2,,,,,,,,77
20100272,Boston College,No,Boston,MA,5U,42075693,1967921,31953038,41316,310273, -   ,41316, -   , -   ,114312,6,17,2.5,21,8.5, -   ,3.5,3.5,1.5,17.5, -   ,5,0.5,2,1, -   ,0.5,1,10,0.5,1, -   ,0.5,6.5,0.5,0.5,2,3,1,0.6,35,3,69,42.4,72,31.8,669469,347320,322149,190123,18350,
20100276,University of Memphis,No,Memphis,TN,5U,   ,   ,   ,22132,158806, -   ,12500, -   ,9632, -   ,3.3,14.3,6.8,17.3,4.5,1,9.7,1.5,1.7,14.5, -   ,3,1.5,2,0.3, -   ,0.3, -   ,6, -   ,0.5,0.8,0.5,2.3, -   ,1.3,0.7,2,1,1,45,1,41,81.1,22,34.1,655760,343523,312237,43318,31189,35
20100282,South Dakota State University,No,Brookings,SD,5U,58372618,1175246,28670132,2051150,104351, -   ,250000, -   ,1801150,16662,1.4,12.8,5.2,13.7,1,1,29.2,4,5.5,45.8,0.7,13.3,14.3,7, -   ,0.8,1.5,0.3,7.5, -   ,0.2,0.2, -   ,8.5,3.3,0.5,3.3,7.3,   ,   ,38,1,58,14.9,,,,,,,,39
20100285,University of Alaska,No,Fairbanks,AK,5U,105500000,5296200,75064800,25000,11335, -   ,25000, -   , -   ,20905, -   ,, -   ,3, -   ,1,1, -   ,1,24, -   ,1, -   ,1, -   ,, -   , -   ,3, -   , -   , -   , -   , -   , -   ,1, -   ,1, -   ,2,23,1,56,55,24,,,,,,,32
20100289,NUtech Ventures,No,Lincoln,NE,5U,235296167,9283642,105724032,15357651,686620, -   ,776980,8893,14580671,78035,13,50,13.5,58,8,2,104.5,21,8,111.5,0.5,55.5,39,27,2, -   ,19,6,36.5,1,5,5,2,54,5.5,18.5,9,33,7,4,41,1,59,30.3,24,32.3,277346,138802,138544,22958,14694,44
20120291,The Forsyth Institute,No,Cambridge,MA,4HRI,16960421,4353080,12607341,35000,228222, -   ,35000, -   , -   , -   ,2,11,2,10,3,,2,1, -   ,10, -   ,1, -   , -   , -   , -   , -   ,2,5, -   , -   , -   , -   ,2,1, -   ,1,2,1,1,35,3,96,31.5,70,31.5,110402,54981,55421,27757,2495,90
20120292,University of Alaska Anchorage,No,Anchorage,AK,5U,12799517,1890770,8114894, -   ,112753, -   , -   , -   , -   , -   ,2,8.5,0.8,5.8, -   ,1.7,2.3,1.8,1.3,10, -   ,1,1,1.8,1.3, -   ,0.5, -   ,5.8, -   ,0.8,1,1.7,1.3, -   ,0.5,1.3,1.8,1,1,25,1,52,64.5,22,32.2,298695,145750,152945,33258,27492,31
20120293,Hackensack University Medical Center,No,Hackensack,NJ,4HRI,9707373,6726513,1445074, -   ,107747, -   , -   , -   , -   , -   , -   ,2,0.3,2, -   , -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   ,1.8, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   ,46,3,49,34.3,56,38.5,86341,44409,41932,27979,2603,73
20120295,Salish Kootenai College,No,Missoula,MT,5U,6000000, -   ,6000000,   ,   ,   ,   ,   ,   ,   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,40,1,60,42.8,34,34.7,71024,36022,35002,2771,4733,45
20140297,National Radio Astronomy Observatory,No,Charlottesville,VA,7NL,11000000, -   ,11000000, -   ,40000, -   , -   , -   , -   , -   ,2,4, -   ,2, -   ,, -   , -   , -   ,4, -   , -   , -   , -   , -   ,1, -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,0.5,37,1,57,24.8,38,,,,,,,58
20140301,University of Louisiana at Lafayette,No,Lafayette,LA,5U,77300000,14500000,15800000,56600,   ,   ,   ,   ,   ,   , -   ,8,,7,,,,,,11,,,,2.5,,,, -   ,,, -   ,,,,,,,2.5,1.5,   ,38,1,47,47.4,,31.7,127661,63643,64018,5396,5206,42
20140302,Providence Health & Services ? Oregon,No,Portland,OR,4HRI,8000000,1507000,558000,749000,28000, -   ,77000, -   ,672000, -   ,8,10, -   ,5,1,,2,7,1,9, -   ,7,2,1, -   ,3, -   ,1,4, -   ,2,1,3,1, -   , -   ,2,2,1, -   ,42,1,83,57.7,49,36.7,632187,318671,313516,86041,29940,
20140304,Lawrence Livermore National Laboratory,No,Livermore,CA,7NL,1530700000,   ,   ,9903952,   , -   ,576818,22756,9327134,   ,,,,146,, -   ,,,,125,,,,15,,,,14,,,5,,,,,,,29,   ,   ,68,3,66,20.1,,36.7,88117,46595,41522,13959,3063,41
20160308,The University of Southern Mississippi,No,Hattiesburgh,MS,5U,51840000,2862000,25005000,194599,13898, -   ,156457, -   ,38142, -   ,1,, -   ,3, -   ,2,10,2,2,4,,6,,2, -   ,, -   , -   ,3, -   , -   , -   ,,,,2,,2,1,1,37,1,48,59,,,,,,,,68
20160309,Wichita State University,No,Wichita,KS,5U,59940000,31257000,7728000,5000,96688, -   ,5000, -   , -   ,7778,2,24,10,24,3,1,8,4,2,41, -   ,1, -   ,5, -   ,5,3,3,11, -   ,2,2,1,41,1,5,2,8,3,2,43,1,44,56.2,20,34.6,389955,197601,192354,40270,23978,35
20160310,Temple University,Yes,Philadelphia,PA,5U,248133518,11382725,137065578,1262985,807582, -   ,658455,29,604530,71322,8.2,41.5, -   ,19.8, -   ,1,65.2,9,2.7,62,0.3,26.7,15.8,6.8,0.8,5.8,4.2,3.2,19.8,0.5,2.5,2.2,1.3,9.7,2.2,4.5,3.3,10,5,6,42,3,67,57.6,67,34.1,1567442,826172,741270,205339,61995,
