YEAR,[ID],INSTITUTION,MEDSCHL,City,STATE,INSTTYPE,Tot Res Exp,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,St-Ups w Equ,Lic FTEs,Oth FTEs,Transit Score,Bike Score,AirQualityIndex,Airports,Crime Rate,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born
2013,95188,University of California System,Yes,,CA,5U,5695388516,261,2832749854,355142403,38440566,20824134,2401,92,16,158,61,42,643,126,218,43,,319273,14,1931,643,34664179,5312269,104807562,69824110,1595,1268,404,841,23,1691,355,39,,,48,66,10,68.5,102.6,,,,,,,,,,,
2012,95188,University of California System,Yes,,CA,5U,5471479858,236,2960926029,351097649,30864996,19335305,2303,88,11,126,72,38,566,116,204,32,,884254,16,1890,640,31839776,5986472,102191043,69467013,1638,1162,359,779,24,1509,371,40,,,46,55,11,61,100,,,,,,,,,,,
2011,95188,University of California System,Yes,,CA,5U,5418601941,292,2978256026,348531537,27967833,20152877,2213,109,17,151,98,43,529,145,254,38,,18617,16,1873,598,121921294,7827352,182049620,60109709,1581,962,261,686,15,1285,343,33,,,44,58,14,69,91,,,,,,,,,,,
2010,95188,University of California System,Yes,,CA,5U,5171519289,252,2728785584,334900573,26583654,20825631,2096,70,14,147,36,69,438,141,211,41,,1091932,15,1811,307,35526100,5640635,104434511,67816479,1565,915,272,609,34,1183,297,37,,,62,75,13,72,91,,,,,,,,,,,
2015,95190,University of Chicago/UCTech,Yes,Chicago,IL,5U,356831624,24,293873037,7249983,2190933,1625429,293,9,2,9,7,8,27,13,22,2,100,300950,1,90,70,1021104,323356,6053552,4731498,92,44,0,44,0,109,19,1,,,3,6,2,10,11,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2014,95190,University of Chicago/UCTech,Yes,Chicago,IL,5U,338273190,16,280534247,4688113,2412781,1275150,283,9,1,6,9,1,26,5,14,2,5,1313,1,94,65,770437,305594,5619132,4847382,82,42,0,40,2,119,18,3,32,0,0,1,1,9,12,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2013,95190,University of Chicago/UCTech,Yes,Chicago,IL,5U,350641006,14,299434575,6855453,2123499,1511685,280,7,1,6,5,3,23,6,13,1,9,51586,1,102,72,612325,404082,6702681,6038770,90,38,0,38,0,103,20,4,31,1,2,3,1,12,9,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2012,95190,University of Chicago/UCTech,Yes,Chicago,IL,5U,368709623,24,332473162,4676938,2233604,1717084,270,7,5,7,12,5,41,15,22,2,24,197516,1,106,90,790557,324379,8635381,7647308,98,54,0,54,0,34,14,6,28,0,4,5,5,12,9,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2011,95190,University of Chicago/UCTech,Yes,Chicago,IL,5U,405833199,32,370170588,4681810,2268001,1581652,259,12,4,15,13,4,57,19,31,1,5,351153,2,104,83,1624460,228766,8673127,6697514,97,44,0,44,0,41,20,0,23,1,0,3,2,12,8,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2010,95190,University of Chicago/UCTech,Yes,Chicago,IL,5U,379032557,33,342636281,6077104,2111842,1437420,227,6,3,20,10,3,58,23,29,4,1,17862,2,98,62,1285303,247657,9072022,7768857,102,30,0,30,0,68,17,3,20,1,0,3,2,11,9,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2015,95194,University of Dayton,No,Dayton,OH,5U,96723396,4,79062110,6269118,260160, ,,2,0,0,2,2,4,1,3,1,, ,0,3,1, , ,15500, ,12,11,0,6,3,,9,,0,0,0,0,0,2,0,,47,42,1,67.43,32.8,66631,73966,140597,8465,7381
2014,95194,University of Dayton,No,Dayton,OH,5U,86324442,3,65651421,6490640,344184,23406,58,1,0,0,3,0,3,1,2,1,0,0,0,5,3,15960,2500,28147,12187,10,13,0,8,5,10,3,0,0,0,0,0,0,4,0,,47,42,1,67.43,32.8,66631,73966,140597,8465,7381
2013,95194,University of Dayton,No,Dayton,OH,5U,87077844,2,68239253,6933968,271572,18201,57,1,0,1,1,0,6,1,2,0,0,0,0,8,6,287500,2880,334230,46730,11,10,1,3,6,9,3,1,0,0,0,0,0,3,0,,47,42,1,67.43,32.8,66631,73966,140597,8465,7381
2012,95194,University of Dayton,No,Dayton,OH,5U,80281577,2,65651421,5783820,256674,19571,56,0,0,0,2,0,2,2,2,0,0,0,0,7,6,16118,0,46212,30094,15,17,2,8,7,15,7,1,0,0,0,0,0,3,0,,47,42,1,67.43,32.8,66631,73966,140597,8465,7381
2011,95194,University of Dayton Research Institution,No,Dayton,OH,5U,89921738,2,71495980,5089153,230948,14024,70,2,0,0,2,0,2,0,2,0,0,0,0,7,6,28396,0,70229,41833,15,7,1,5,1,7,16,1,2,1,0,0,0,3,0,,47,42,1,67.43,32.8,66631,73966,140597,8465,7381
2010,95194,University of Dayton Research Institution,No,Dayton,OH,5U,93319294,3,74045367,4778110,280528,37193,91,1,0,0,3,0,4,2,3,0,0,0,0,7,6,57500,0,92650,35150,21,16,5,5,6,11,11,0,3,0,0,0,0,3,0,,47,42,1,67.43,32.8,66631,73966,140597,8465,7381
2014,95196,University of Denver,No,Denver,CO,5U,22066000,, , ,99029, ,,,,,,,,,,,, ,,,, , ,127725, ,4,,,,,,,,,,,,,1, ,45,72,44,1,54.54,34.1,341137,341408,682545,29363,113222
2013,95196,University of Denver,No,Denver,CO,5U,23131000,, , ,107690, ,,,,,,,,,,,, ,,,, , ,117802, ,8,,,,,,1,,,,,,, , ,45,72,44,1,54.54,34.1,341137,341408,682545,29363,113222
2015,95202,University of Illinois Chicago Urbana,Yes,Urbana-Champaign,IL,5U,994377000,84,534188000,52069000,4887562,2085595,457,21,12,15,40,29,135,41,62,22,161,1411542,3,242,133,1278735,10224,31578587,28888310,373,142,0,137,5,411,97,7,98,4,9,15,9,12,16.85,49,71,43,1,40.97,,,,,,
2014,95202,University of Illinois Chicago Urbana,Yes,Urbana-Champaign,IL,5U,969621000,90,547008000,47019000,5252653,1534749,404,33,9,23,56,11,171,32,65,25,61,0,2,285,137,2575267,17668,29383707,26808440,348,144,0,137,7,397,112,14,91,7,8,11,7,19.5,12.3,49,71,43,1,40.97,,,,,,
2013,95202,University of Illinois Chicago Urbana,Yes,Urbana-Champaign,IL,5U,1111335000,96,691364000,47934000,4152620,1273422,371,20,9,20,65,11,159,38,58,38,49,359753,2,271,116,2205711,21044,24178517,21613053,344,138,1,132,5,397,99,16,86,8,10,11,10,23,12,49,71,43,1,40.97,,,,,,
2012,95202,University of Illinois Chicago Urbana,Yes,Urbana-Champaign,IL,5U,972379000,90,606087000,42522000,4599449,1923598,354,37,9,18,60,12,153,35,72,18,54,0,2,244,116,2879861,5733,21398517,18518656,407,192,0,182,10,461,112,13,84,5,8,12,8,22,11,49,71,43,1,40.97,,,,,,
2011,95202,University of Illinois Chicago Urbana,Yes,Urbana-Champaign,IL,5U,926497000,100,572390000,41038000,4343424,1355389,330,32,10,9,69,21,239,38,70,30,,71793,3,225,118,3123582,18536,17424376,14229001,346,157,2,147,8,382,93,12,77,7,14,21,7,21.5,11,49,71,43,1,40.97,,,,,,
2010,95202,University of Illinois Chicago Urbana,Yes,Urbana-Champaign,IL,5U,878072000,61,536232000,19636000,4743201,1241005,290,20,2,11,40,10,103,22,42,19,,130885,2,212,112,2642887,14205,13471311,10697539,327,164,1,153,10,377,94,3,77,3,5,8,2,22,11,49,71,43,1,40.97,,,,,,
2015,95208,University of Maine,No,Orono,ME,5U,79500000,16,35369000,2700000, , ,,,,,,,,,5,11,, ,,,, ,117069,369982, ,19,15,,,,,16,,,,,1,,1.5,1,,41,27,1,15.83,,,,,,
2015,95213,University of Massachusetts,Yes,Amherst,MA,5U,628798000,45,355483000,23564000,3255006,1733315,249,10,1,19,19,7,84,19,29,16,0,0,2,168,81,2496156,2313,32302364,29806208,201,110,10,88,12,168,61,3,22,2,6,6,0,11.4,8.3,,55,34,3,17.23,,,,,,
2014,95213,University of Massachusetts,Yes,Amherst,MA,5U,603010000,35,362908000,18288000,3311469,1312426,254,9,2,17,12,6,45,13,22,13,1,0,2,157,75,1672403,24722,29749846,28077443,171,121,21,87,13,175,54,2,22,2,4,5,1,11.9,8.36,,55,34,3,17.23,,,,,,
2013,95213,University of Massachusetts,Yes,Amherst,MA,5U,591121000,32,363877000,21253000,3018858,1280417,253,10,1,17,8,7,43,12,22,10,0,278812,3,157,79,3966544,79188,34341922,30096566,174,69,0,65,4,145,62,1,19,2,1,3,1,13.4,10.55,,55,34,3,17.23,,,,,,
2012,95213,University of Massachusetts,Yes,Amherst,MA,5U,597480000,43,390124000,20887000,3327954,1562640,250,23,16,13,13,17,52,10,33,10,1,10911,4,150,68,23251484,35933,52178726,28916331,169,69,19,37,13,103,45,5,18,1,2,3,3,15.32,9.1,,55,34,3,17.23,,,,,,
2011,95213,University of Massachusetts,Yes,Amherst,MA,5U,586708000,25,384502000,22212000,4310518,1443953,238,11,2,10,14,1,26,7,18,7,0,0,3,155,75,2935176,15933,35048951,32113775,150,50,0,46,4,101,64,4,16,0,0,1,0,16.15,8.05,,55,34,3,17.23,,,,,,
2010,95213,University of Massachusetts,Yes,Amherst,MA,5U,563998898,42,358541030,28442343,4124982,1101168,281,15,2,28,10,4,34,24,39,3,0,660534,5,232,73,7031974,72908,40019174,32326666,169,77,12,42,23,140,44,2,14,0,1,2,2,14.65,9.11,,55,34,3,17.23,,,,,,
2015,95220,University of Mississippi,No,Oxford,MS,5U,53488000,13,27234000,6994000,254100,109545,24,6,0,0,3,10,7,1,7,6,0,0,0,20,9,352552,187680,459865,107313,9,6,0,4,2,12,5,1,17,0,0,2,0,2,1,,37,37,1,25.49,,,,,,
2014,95220,University of Mississippi,No,Oxford,MS,5U,65844000,1,30946000,7127000,156177,76655,18,0,0,0,0,1,2,0,0,1,0,648503,0,10,9,20000,19942,918711,250208,13,3,0,2,1,7,4,1,16,1,0,0,0,2,1,,37,37,1,25.49,,,,,,
2013,95220,University of Mississippi,No,Oxford,MS,5U,62150000,3,34227000,6943000,117240,21790,17,2,0,0,1,2,3,1,3,0,0,0,0,9,7,29000,19489,74831,45831,1,6,2,2,2,9,3,0,16,0,2,2,0,2,1,,37,37,1,25.49,,,,,,
2012,95220,University of Mississippi,No,Oxford,MS,5U,67671000,3,41145000,1982000,121109,22230,15,0,0,0,2,1,2,2,2,1,0,0,0,13,7,20200,12960,107400,87200,12,6,1,4,1,6,2,1,13,2,1,1,0,2,1,,37,37,1,25.49,,,,,,
2011,95220,University of Mississippi,No,Oxford,MS,5U,61173000,3,43183000,833000,194550,68229,15,3,0,0,2,1,3,0,3,0,0, ,0,7,5, ,0,271744, ,10,12,3,3,6,12,5,0,15,4,1,,1,2,1,,37,37,1,25.49,,,,,,
2010,95220,University of Mississippi,No,Oxford,MS,5U,50281000,3,38836000,780000,283079,120654,21,2,0,0,1,2,6,0,2,1,0,0,0,8,6,75000,0,110883,35883,9,9,1,4,4,9,3,0,11,1,2,2,1,2,1,,37,37,1,25.49,,,,,,
2011,95222,University of Montana,No,Missoula,MT,5U,63857146,5,54276880,5361244,2595,21927,24,2,0,0,5,0,1,3,5,0,0,0,0,9,4,23355,0,34155,10800,10,10,0,5,5,10,3,0,5,0,0,0,2,0.5,1,34,60,40,1,42.82,34.7,35002,36022,71024,4733,2771
2015,95228,University of New Mexico/Sci. & Tech. Corp.,Yes,Albuquerque,NM,5U,232271023,50,154793700,3728721,1610122,686256,83,6,1,3,4,43,134,6,12,38,5,644815,1,83,19,746329,0,1502967,111823,125,99,0,99,0,235,46,1,43,1,6,9,0,4,8,29,61,38,1,72.17,36,273323,285808,559131,37443,58200
2014,95228,University of New Mexico/Sci. & Tech. Corp.,Yes,Albuquerque,NM,5U,228849381,56,153889457,5581840,1492368,646026,86,8,3,4,9,43,99,5,13,43,1,0,0,65,16,966639,0,1072923,106284,119,95,0,95,0,250,45,3,35,8,7,9,0,4,8,29,61,38,1,72.17,36,273323,285808,559131,37443,58200
2013,95228,University of New Mexico/Sci. & Tech. Corp.,Yes,Albuquerque,NM,5U,220703000,63,158057000,4675000,1278611,487427,86,17,0,3,21,39,114,3,20,43,1,0,0,72,17,1615735,0,1702016,86281,138,117,0,116,1,222,51,2,34,2,7,9,0,4,6,29,61,38,1,72.17,36,273323,285808,559131,37443,58200
2012,95228,University of New Mexico/Sci. & Tech. Corp.,Yes,Albuquerque,NM,5U,220895113,46,160895113,2982936,1146980,387219,82,17,3,5,11,30,89,4,21,25,2,0,0,66,14,2482802,0,2535356,52554,124,90,0,88,2,211,31,1,28,1,5,7,1,4,8,29,61,38,1,72.17,36,273323,285808,559131,37443,58200
2011,95228,University of New Mexico/Sci. & Tech. Corp.,Yes,Albuquerque,NM,5U,220565787,36,162854650,2448518,1327732,237285,94,6,1,4,27,5,36,8,14,22,0,0,1,54,13,3053851,0,3095933,42082,110,99,0,96,3,217,30,2,28,0,3,5,1,4,7,29,61,38,1,72.17,36,273323,285808,559131,37443,58200
2010,95228,University of New Mexico/Sci. & Tech. Corp.,Yes,Albuquerque,NM,5U,211771042,33,148216444,3776487,1062666,198510,77,4,1,3,25,5,57,8,12,21,0,0,1,50,11,3737775,0,3772659,34884,122,105,0,105,0,201,26,3,30,3,4,5,3,3.5,7.5,29,61,38,1,72.17,36,273323,285808,559131,37443,58200
2015,95232,University of North Dakota,Yes,Grand Forks,ND,5U,90930023,4,51890787,12648225,275000,1156,9,1,0,0,3,1,4,3,4,0,0,0,0,9,6,160219,0,160219,0,29,12,3,7,2,9,3,1,1,0,0,1,0,1,2,,62,36,1,24.53,,,,,,
2014,95232,University of North Dakota,Yes,Grand Forks,ND,5U,81200000,0,42261394,9054813,239851,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,183815,0,183815,0,25,14,0,5,9,9,8,0,0,0,0,0,0,1,2,,62,36,1,24.53,,,,,,
2013,95232,University of North Dakota,Yes,Grand Forks,ND,5U,82200000,0,38345168,13612851,232857,5800,6,,,,,,,,0,0,,0,0,6,4,148220,0,148220,0,30,20,4,4,12,12,5,,,,,0,,1,2,,62,36,1,24.53,,,,,,
2015,95260,University of Washington/Wash. Research Foundation,Yes,Seattle,WA,5U,1213000000,337,998700000,59400000,5012481,2968134,1332,26,17,149,165,23,642,304,330,7,93,1249818,6,632,206,12595031,204391,42840261,28995412,373,196,0,192,4,489,81,27,132,7,15,15,14,13.73,43.25,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2014,95260,University of Washington/Wash. Research Foundation,Yes,Seattle,WV,5U,1186828000,265,912625000,50170000,5843487,3213350,1260,28,17,125,115,25,647,225,253,12,128,779812,4,585,198,8237516,242970,104767138,95749810,421,189,2,186,1,488,82,29,133,2,15,18,15,12.9,42.31,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2013,95260,University of Washington/Wash. Research Foundation,Yes,Seattle,WV,5U,1012471661,260,726542233,35593403,4216319,2458357,1272,19,18,106,131,23,681,232,251,9,69,532728,6,594,213,11858432,163640,99491173,87100013,410,215,1,211,3,487,94,31,,,16,17,16,13.8,41.07,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2012,95260,University of Washington/Wash. Research Foundation,Yes,Seattle,WA,5U,995623918,209,751840673,30829022,4744849,2876610,1271,25,9,114,82,13,357,179,204,5,72,254719,6,531,209,7571551,219574,76955819,69129549,462,182,0,181,1,404,61,20,,,8,9,8,11.72,43.4,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2011,95260,University of Washington/Wash. Research Foundation,Yes,Seattle,WA,5U,966817063,194,757879278,22540136,4053523,2311543,1213,21,7,82,93,19,323,164,185,9,53,232722,8,524,184,6174654,56650,67362185,60954809,356,151,2,145,4,341,70,24,,,6,9,7,13.35,40.96,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2010,95260,University of Washington/Wash. Research Foundation,Yes,Seattle,WA,5U,887329593,196,673676773,24325839,3857918,3857918,1309,22,11,111,71,14,315,166,188,8,54,158185,6,517,174,6052602,146126,69032163,62821376,354,125,3,116,6,273,69,25,,,3,7,5,15.38,42,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2015,95263,University of Wisconsin at Milwaukee,No,Milwaukee,WI,5U,62081835,14,25801674,1886554,110107,50691,14,3,3,,2,3,11,,10,4,0,0,4,10,4,25500,825,29579,4079,55,19,5,9,4,15,1,,8,0,1,2,2,3,0,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2014,95263,University of Wisconsin at Milwaukee,No,Milwaukee,WI,5U,59191822,7,18975560,947165,146334,95753,21,3,0,1,3,3,7,1,4,3,0,0,0,8,8,0,0,43754,43754,49,22,2,8,12,22,5,0,8,0,2,2,2,4,0,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2013,95263,University of Wisconsin at Milwaukee,No,Milwaukee,WI,5U,55154720,6,18561207,2687902,194504,100996,24,3,2,1,3,2,7,1,4,2,0,0,0,10,10,30000,0,111701,81701,36,26,6,11,9,20,7,0,5,0,2,2,2,4,0,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2012,95263,University of Wisconsin at Milwaukee,No,Milwaukee,WI,5U,59203930,12, , ,158385,50833,24,4,0,6,3,3,11,5,9,3,,0,0,9,9,0,0,54066,54066,46,31,3,18,10,28,8,2,3,,1,1,0,4, ,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2014,95274,Washington State University Research Foundation,No,Pullman,WA,5U,195574787,75,125417122,10173981,784449,162017,250,13,0,26,44,5,45,36,49,26,,0,0,49,40,313862,52941,985785,671923,103,69,0,55,11,108,12,1,13,2,3,5,2,4,6.75,,39,38,1,24.24,,,,,,
2013,95274,Washington State University Research Foundation,No,Pullman,WA,5U,204016047,50,164122380,8347078,554270,236523,194,18,6,7,37,6,30,25,43,7,0,0,0,39,27,288700,66954,590856,302156,66,83,17,51,15,93,14,,18,0,2,4,4,5.75,3,,39,38,1,24.24,,,,,,
2012,95274,Washington State University Research Foundation,No,Pullman,WA,5U,213316085,34,160575237,7007325,487857,160379,168,19,3,1,27,6,26,11,30,4,0,0,0,21,58,62000,1484,631963,569963,64,85,6,70,9,75,11,,14,0,5,6,1,4.9,3.15,,39,38,1,24.24,,,,,,
2011,95274,Washington State University Research Foundation,No,Pullman,WA,5U,201041674,33,158650210,5150943,401174,205306,148,9,1,4,26,3,12,6,15,18,0,0,0,19,48,54600,20978,548439,493839,61,60,2,43,15,61,17,,8,0,3,4,2,4.9,3.35,,39,38,1,24.24,,,,,,
2010,95274,Washington State University Research Foundation,No,Pullman,WA,5U,169255335,10,143978028,5172247,423082,144538,128,3,1,2,6,2,13,3,6,4,2,0,0,22,54,33400,9098,616781,583381,59,70,19,18,33,52,12,0,2,0,1,2,1,3.9,3.35,,39,38,1,24.24,,,,,,
2015,95279,Wistar Institute,No,Philadelphia,PA,4HRI,58947000,28,30704000,1647000,166000,52000,150,2,1,7,18,3,6,23,25,3,0,0,3,88,69,807000,0,49256000,48449000,33,11,0,11,0,20,3,0,1,0,1,1,1,3,2,67,67,42,3,57.59,34.1,741270,826172,1567442,61995,205339
2014,95279,Wistar Institute,No,Philadelphia,PA,4HRI,57723000,3,32439000,1040000,238000,4000,138,0,0,1,2,0,0,3,3,0,0,0,3,76,71,246000,0,21528000,21282000,3,6,0,6,0,13,2,0,0,0,0,0,0,2,2,67,67,42,3,57.59,34.1,741270,826172,1567442,61995,205339
2013,95279,Wistar Institute,No,Philadelphia,PA,4HRI,57801000,6,30523000,427000,293000,112000,150,0,0,3,2,1,1,5,5,1,0,0,3,85,73,1369000,0,19285000,17916000,10,11,0,11,0,15,5,,0,0,0,0,0,2,2,67,67,42,3,57.59,34.1,741270,826172,1567442,61995,205339
2012,95279,Wistar Institute,No,Philadelphia,PA,4HRI,62133000,6,34598000,630000,312000,52000,144,1,0,3,3,0,5,5,6,0,0,0,3,110,67,984000,0,17769000,16785000,10,10,0,10,0,15,4,0,1,0,0,0,0,2,2,67,67,42,3,57.59,34.1,741270,826172,1567442,61995,205339
2011,95279,Wistar Institute,No,Philadelphia,PA,4HRI,60252000,15,38759000,360000,157000,41000,151,1,0,6,9,0,7,14,15,0,0,0,3,104,86,1007000,0,18008000,17001000,6,8,0,8,0,19,0,,1,0,0,0,0,1,3,67,67,42,3,57.59,34.1,741270,826172,1567442,61995,205339
2010,95279,Wistar Institute,No,Philadelphia,PA,4HRI,56402000,16,36968000,183000,193000,16000,140,1,0,8,8,0,7,14,15,1,1,0,2,102,88,571000,16000,13223000,12652000,4,6,0,5,1,18,6,0,0,0,0,0,0,1,3,67,67,42,3,57.59,34.1,741270,826172,1567442,61995,205339
2015,96006,California State University Institution,No,,CA,5U,15317000,,5959000,52000,300, ,,,,,,,,,,,, ,,,, , , , ,4,,,,,,,,,,,,, , ,,,,,,,,,,,
2013,96010,Eastern Virginia Medical School,Yes,Norfolk,VA,5U,41541000,2,28728000,1528000,640532,379161,20,0,1,1,0,1,2,2,2,0,0,0,0,5,0,65003,0,65003,0,8,9,0,9,0,20,4,1,6,0,0,1,1,1,1,36,47,38,1,63.62,30.2,128917,117476,246393,29445,16702
2012,96010,Eastern Virginia Medical School,Yes,Norfolk,VA,5U,37745000,8,24694000,2151000,712607,429093,26,3,2,4,1,3,3,5,8,0,0,0,0,4,0,83937,0,83937,0,8,6,0,6,0,11,1,,7,0,1,3,2,1,1,36,47,38,1,63.62,30.2,128917,117476,246393,29445,16702
2011,96010,Eastern Virginia Medical School,Yes,Norfolk,VA,5U,36569000,3,25319000,2525000,598892,272740,22,1,0,2,0,1,2,2,3,0,0,0,0,1,0,15000,0,15000,0,7,22,10,5,7,12,0,,4,1,0,1,0,1,1,36,47,38,1,63.62,30.2,128917,117476,246393,29445,16702
2010,96010,Eastern Virginia Medical School,Yes,Norfolk,VA,5U,44420000,1,29291000,1926000,709264,394054,23,0,0,1,0,0,1,1,1,0,0,0,0,7,4,1141821,0,1228505,86684,19,24,11,6,7,9,2,,0,0,0,0,0,1,1,36,47,38,1,63.62,30.2,128917,117476,246393,29445,16702
2015,96017,Loyola University of Chicago,Yes,Chicago,IL,5U,48664759,0,28199703,2893342,119395,33280,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,1917586,1917586,11,13,1,10,3,13,1,0,0,0,0,0,0,0,0.4,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2014,96017,Loyola University of Chicago,Yes,Chicago,IL,5U,50774416,0,31189455,3127859,79571,104110,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,2542036,2542036,5,5,0,5,0,5,3,,0,0,0,0,0,0,0.4,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2013,96017,Loyola University of Chicago,Yes,Chicago,IL,5U,51676708,0,33073826,3325896,134481,55663,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,3110821,3110821,7,6,0,6,0,6,1,0,0,0,0,0,0,0,0.4,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2012,96017,Loyola University of Chicago,Yes,Chicago,IL,5U,45903663,1,28530307,2914059,184680,190943,4,1,0,0,1,0,1,0,1,0,0,0,1,2,2,0,0,7107004,7107004,8,7,0,4,3,3,2,,0,0,0,0,0,0,0.4,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2011,96017,Loyola University of Chicago,Yes,Chicago,IL,5U,42708007,0,28632783,2820939,250915,225904,5,0,0,0,0,0,0,0,0,0,0,0,1,4,2,190400,0,4571145,4380745,13,10,0,9,1,10,0,0,0,0,0,0,0,0,0.4,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2010,96017,Loyola University of Chicago,Yes,Chicago,IL,5U,43902819,2,28994936,2854820,298517,186442,3,2,0,1,0,1,2,0,2,0,0,0,1,3,2,16000,0,3737075,3721075,5,5,2,1,2,4,2,,0,0,0,0,0,0,0,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2013,96020,Old Dominion University,No,Norfolk,VA,5U,46000000,6,39900000,2000000,492313,51156,5,5,3,0,4,2,15,0,5,1,0,0,0,3,0,18500,0,18500,0,20,42,14,16,12,42,12,2,1,2,1,2,2,2,0,36,47,38,1,63.62,30.2,128917,117476,246393,29445,16702
2015,96031,University of North Carolina at Greensboro,No,Greensboro,NC,5U,31276828,10,25349675,183708,75156,1702,21,6,0,2,4,4,4,3,9,1,0,0,0,7,5,0,0,84517,84517,18,5,1,2,2,5,3,1,6,1,2,2,1,2,1,,32,38,1,58.57,35.5,132251,153093,285344,14011,26667
2014,96031,University of North Carolina at Greensboro,No,Greensboro,NC,5U,31693742,4,25933660,187906,92215,5087,23,3,0,1,2,1,4,0,3,1,0,0,0,7,5,62500,0,75617,13117,11,11,2,6,3,11,1,1,6,1,1,1,1,2,1,,32,38,1,58.57,35.5,132251,153093,285344,14011,26667
2013,96031,University of North Carolina at Greensboro,No,Greensboro,NC,5U,32865377,10,26194199,319943,134332,0,24,9,1,4,5,1,9,0,9,1,0,0,0,6,6,0,0,12322,12322,18,11,2,5,4,13,1,,6,2,1,1,1,2,1,,32,38,1,58.57,35.5,132251,153093,285344,14011,26667
2012,96031,University of North Carolina at Greensboro,No,Greensboro,NC,5U,34100596,2,28978227,189369,208426,0,16,0,0,1,0,1,6,1,1,1,0,0,0,6,6,7500,0,14342,6842,24,8,0,7,1,14,1,1,7,4,0,0,0,2,1,,32,38,1,58.57,35.5,132251,153093,285344,14011,26667
2011,96031,University of North Carolina at Greensboro,No,Greensboro,NC,5U,35604104,3,30929788, ,147041,0,14,2,0,0,1,2,10,1,3,0,0,0,0,7,5,26000,0,51274,25274,30,6,0,5,1,7,0,2,7,4,1,1,0,2,1,,32,38,1,58.57,35.5,132251,153093,285344,14011,26667
2010,96031,University of North Carolina at Greensboro,No,Greensboro,NC,5U,35288299,3,30155194,215083,213561,0,18,3,0,2,1,0,1,0,3,0,,0,0,8,6,77500,0,120523,43023,12,5,0,5,0,8,0,2,8,0,1,1,0,1,1,,32,38,1,58.57,35.5,132251,153093,285344,14011,26667
2015,96044,Blood Center of Wisconsin,No,Milwaukee,WI,4HRI,7700000,1,6000000,770000, , ,20,0,0,0,0,0,1,1,1,0,0, ,0,20,20, , ,672192, ,5,6,,,,,,2,,,,0,,0,1.15,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2012,96044,Blood Center of Wisconsin,No,Milwaukee,WI,4HRI,11272920,4,10072532,1200388,111410,56041,24,2,0,3,1,0,4,2,4,0,0,0,0,24,15,84700,55000,669131,584431,7,8,0,5,3,3,,1,1,0,0,0,0, ,1,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2015,96045,The Catholic University of America,No,Washington,DC,5U,20795740,0,18750242,60000,138568,0,5,,,,,,,,0,0,0,0,0,1,1,0,0,119958,119958,3,3,0,1,2,3,2,,0,0,0,0,,0.2,0,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
